key,russian
GenericPetDesc,"Это домашнее животное, которое можно держать в качестве домашнего питомца или собирать для мяса. Лучше всего держать в высоком загоне из 3 или более блоков, иначе они сбегут."
GuardHellBear,"Адский Медведь (охранник)"
GuardHellBoar,"Адский Кабан (охранник)"
GuardHellWolf,"Адский Волк (охранник)"
GuardHellLion,"Адский Лев (охранник)"
GuardRabbit,"Кролик (охранник)"
GuardSimAlastair,"Сим Аластер (охранник)"
GuardLizzy,"Лиззи (охранник)"
GuardPsyren,"Псирен (охранник)"
GuardZeus,"Зевс (Страж)"
GenericGuardDesc,"Это охранник, поставьте вниз, и он будет стоять на страже, пока зомби не окажется в пределах досягаемости, после чего он перейдет в режим атаки."
ChickenFeed,"Куриный корм"
ChickenFeedDesc,"Используйте корм для кур, щелкнув правой кнопкой мыши по курятнику, чтобы накормить цыплят."
animalFeed,"Корма для животных"
animalFeedDesc,"Корм для животных можно поместить в кормушку для кормления разводимых животных."
RabbitFeed,"Корм для кроликов"
RabbitFeedDesc,"Используйте корм для кроликов, щелкнув правой кнопкой мыши по ловушке в клетке для кроликов, чтобы установить ловушку и привлечь кролика."
ChickenCoop-Needs-ChickenFeed,"Курятник (требуется куриный корм)"
ChickenCoopDesc,"Кормите цыплят в курятнике куриным кормом, и со временем они будут производить перья, яйца и периодически еще одну курицу."
ChickenCoopNesting,"Этап гнездования курятника"
ChickenCoopHatched,"Курятник наполнен и ждет"
